text,l1,l2,l3
"The 1962â€“63 Michigan Wolverines men's basketball team represented the University of Michigan in intercollegiate college basketball during the 1962â€“63 season. The team played its home games at Fielding H. Yost Field House (renamed Yost Ice Arena in 1973) on the school's campus in Ann Arbor, Michigan. Under the direction of head coach Dave Strack, the team finished tied for fourth in the Big Ten Conference and failed to get an invitation to either the 1963 NCAA Men's Division I Basketball Tournament or the 1963 National Invitation Tournament. Tom Cole served as team captain, while Bill Buntin earned team MVP. That season, the team defeated one of the three ranked opponents that it faced (#6 Illinois 84â€“81 on March 2, 1963 at home). The team was unranked the entire season in the Associated Press Top Ten Poll, and it also ended the season unranked in the final UPI Coaches' Poll. During the season, Buntin led the Big Ten conference in rebounding with 15.4 per conference game. As a team, the Wolverines led the Big Ten with a 49.0 rebound per game average. The team set the current school single-game record of 77 rebounds on February 2, 1963 against the Michigan State Spartans. It also set the single-season record of 1320, but that was broken each of the following two seasons. Buntin set the current school record (since the 1959â€“60 season) for consecutive point-rebound double doubles with a streak of 14 games. He also surpassed Scott Maentz's 1960 single-season total of 12 double doubles with a total of 23, which stood as a school record until Phil Hubbard posted 24 in 1977.",SportsSeason,SportsTeamSeason,NCAATeamSeason
Wang Yu (Chinese: ç?‹ç‘œ; born 19 November 1982 in Tianjin) is a Chinese chess player who holds the FIDE titles of International Master (IM) and Woman Grandmaster (WGM).,Agent,Athlete,ChessPlayer
"Arizona Tenants Advocates (or ATA) is a non-profit renters' union and tenants' rights organization located in Tempe, Arizona. It was founded in 2001 by Kenneth A. Volk, a prominent Arizona tenants' rights advocate.",Agent,Organisation,TradeUnion
Docklands Buses is a bus company operating in East London. It is a subsidiary of the Go-Ahead Group and operates services under contract to Transport for London.,Agent,Company,BusCompany
"Timilpan is a town and municipality in Mexico State in Mexico. The municipality covers an area of 179.82 kmÂ?. As of 2005, the municipality had a total population of 14,335.",Place,Settlement,Town
"Himal Khabarpatrika (Nepali: à??à?¿à?®à??à?? à?–à?¬à?°à?ªà??à¥çà?°à?¿à?•à??) is a Nepali language weekly news magazine published by Himalmedia Private Limited. It has developed a choice following of both the rural and urban intelligentsia, maintaining credibility and an inclusive editorial voice. This magazine give highly provocative news. Most of the time the news carries great controversies. While its readership spans the country, Nepalis worldwide also read it, including the opinion-forming and decision-making classes and the vernacular-elite. Khabarpatrikaâ€™s share is a sizeable chunk of the vernacular reading population of Nepal, and the quality of that readership means that the message does get maximum dissemination.",Work,PeriodicalLiterature,Magazine
"Regal Zonophone Records was a British record label formed in 1932, through a merger of the Regal and Zonophone labels. This followed the merger of those labels' respective parent companies â€“ the Columbia Graphophone Company and the Gramophone Company â€“ to form EMI. At the merger, those records from the Regal Records catalogue were prefixed 'MR' and those from the Zonophone Records catalogue were prefixed 'T'. Record releases after the merger continued using only the 'MR' prefix. Originally Regal Zonophone handled American releases from Okeh Records, Victor Records and Columbia Records, as well as offering home-grown recordings by artists such as Gracie Fields and George Formby. The label is also known for its releases of Salvation Army (particularly brass band) music. In the 1950s the Australian division of Regal Zonophone played an important role in the emerging Australian country music genre, signing several emerging country stars including Slim Dusty, Smoky Dawson, Reg Lindsay and Chad Morgan. Slim Dusty's 1957 Regal Zonophone hit \""A Pub with No Beer\"" became the biggest-selling Australian recording ever released up to that time. EMI revived the Regal Zonophone imprint in 1967 to handle the Essex Music/Straight Ahead producing account that had moved from Deram (after one Procol Harum single and two singles by the Move) and continued well into the early 1970s, with successful producers Denny Cordell and Tony Visconti both having production companies releasing records through the label. During this period the label had both album and single success with artists such as the Move, Joe Cocker, Tyrannosaurus Rex and Procol Harum. During the mid-1970s, many of these production deals ended and, despite a few sporadic releases by Blue Mink, Geordie, Dave Edmunds, and Grunt Futtock (a one-off project featuring Roy Wood, Steve Marriott, Peter Frampton and Andy Bown), eventually EMI ceased to use the imprint as a major pop label. Many of the label's artists moved to Fly Records or to the EMI imprint. Regal Zonophone was revived at the end of the 1990s as a reissue label curated by the UK band Saint Etienne. This incarnation of the label is no longer active, as EMI relaunched Regal and Zonophone as separate imprints of Parlophone. In 2013, both Regal and Zonophone were taken over by Warner Music Group after Universal Music Group spun off Parlophone from EMI, at the request of international regulators.",Agent,Company,RecordLabel
"George Anthony Canale (born August 11, 1965 in Memphis, Tennessee) is a retired Major League Baseball first baseman. He played Major League Baseball for three seasons with the Milwaukee Brewers. George Canale graduated from Cave Spring High School (Roanoke, Virginia) in 1983 and attended Virginia Tech from 1984-1986. George hit 76 home runs during his collegiate career, currently 1st all-time at Virginia Tech and 7th all-time in Division I NCAA baseball. During the 1986 season, George Canale hit the most home runs in Division I baseball with 29 home runs. The same year, George was chosen as an All-American first baseman on the 1986 College Baseball All-America Team. George was drafted by the Brewers in the 6th round of the 1986 amateur draft. Canale played his first professional season with their rookie league Helena Gold Sox in 1986, and his last with the Pittsburgh Pirates' Triple-A Nashville Sounds in 1998.",Agent,Athlete,BaseballPlayer
"Charles Buchanan Markham was born on September 15, 1926 in Durham, NC. He served as the mayor of Durham from 1981 until 1985.",Agent,Politician,Mayor
"CrÃ©dit Agricole, sometimes called the â€œGreen Bankâ€ù because of its historical ties to farming, is a French network of cooperative and mutual banks comprising the 39 CrÃ©dit Agricole Regional Banks. In 1990, it became an international full-service banking group. It is listed through its holding company, CrÃ©dit Agricole S.A., on Euronext Parisâ€™ first market and is part of the CAC 40 stock market index.In 2013, the CrÃ©dit Agricole Group reported revenues of â‚¬26.4 billion. It was the title sponsor of the CrÃ©dit Agricole professional road cycling team from 1998 to 2008.",Agent,Company,Bank
"Agile (1902â€“after 1912) was an American Thoroughbred racehorse that was the winner of the 1905 Kentucky Derby. Agile won the Sapphire Stakes as a two-year-old and the Phoenix Stakes as a three-year-old. Agile won the Kentucky Derby against two other competitors, Ram's Horn and Layson, in one of the smallest racing fields since Azra won in 1892. Following the death of Capt. Samuel S. Brown, his son Frank bought Agile for $5,700 in the July 1906 dispersal sale of the entire racing stable. The last record of Agile racing was in a November 1907 claiming race at the Aqueduct race track in New York, where he finished dead last. Agile sired three registered Thoroughbred offspring, the fillies Lady Eloise (1913), Chancy M (1915) and Katie Strand (1913) out of Texas bred mares. Lady Eloise is the third dam of American Quarter Horse Champion, Woven Web, who was also a sibling of Assault. In 1912, Agile was owned by T. Polk of San Antonio and was used as a carriage horse by the family.",Species,Horse,RaceHorse
"James Baird Weaver (June 12, 1833 â€“ February 6, 1912) was a member of the United States House of Representatives and two-time candidate for President of the United States. Born in Ohio, he moved to Iowa as a boy when his family claimed a homestead on the frontier. He became politically active as a young man and was an advocate for farmers and laborers. He joined and quit several political parties in the furtherance of the progressive causes in which he believed. After serving in the Union Army in the American Civil War, Weaver returned to Iowa and worked for the election of Republican candidates. After several unsuccessful attempts at Republican nominations to various offices, and growing dissatisfied with the conservative wing of the party, in 1877 Weaver switched to the Greenback Party, which supported increasing the money supply and regulating big business. As a Greenbacker with Democratic support, Weaver won election to the House in 1878. The Greenbackers nominated Weaver for president in 1880, but he received only 3.3 percent of the popular vote. After several more attempts at elected office, he was again elected to the House in 1884 and 1886. In Congress, he worked for expansion of the money supply and for the opening of Indian Territory to white settlement. As the Greenback Party fell apart, a new left-wing third party, the Populists, arose. Weaver helped to organize the party and was their nominee for president in 1892. This time he was more successful and gained 8.5 percent of the popular vote and won five states, but still fell far short of victory. The Populists merged with the Democrats by the end of the 19th century, and Weaver went with them, promoting the candidacy of William Jennings Bryan for president in 1896, 1900, and 1908. After serving as mayor of his home town, Colfax, Iowa, Weaver retired from his pursuit of elective office. He died in Iowa in 1912. Most of Weaver's political goals remained unfulfilled at his death, but many came to pass in the following decades.",Agent,Politician,Congressman
